@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
268,2543,0,35095,20609,0.630027,1,0.067565,1,0.932435,0.126577,0.646179,1.547558,0
269,2543,0,35094,20610,0.630009,1,0.067566,1,0.932434,0.12658,0.646162,1.547599,0
270,2543,0,35093,20611,0.629991,1,0.067568,1,0.932432,0.126584,0.646145,1.547641,0
271,2543,0,35092,20612,0.629973,1,0.06757,1,0.93243,0.126587,0.646128,1.547682,0
272,2543,0,35091,20613,0.629955,1,0.067572,1,0.932428,0.12659,0.646111,1.547723,0
273,2543,0,35090,20614,0.629937,1,0.067574,1,0.932426,0.126593,0.646093,1.547764,0
274,2543,0,35089,20615,0.629919,1,0.067575,1,0.932425,0.126596,0.646076,1.547805,0
275,2543,0,35088,20616,0.629901,1,0.067577,1,0.932423,0.126599,0.646059,1.547846,0
276,2543,0,35087,20617,0.629883,1,0.067579,1,0.932421,0.126602,0.646042,1.547887,0
277,2543,0,35086,20618,0.629865,1,0.067581,1,0.932419,0.126606,0.646025,1.547928,0
278,2543,0,35085,20619,0.629847,1,0.067583,1,0.932417,0.126609,0.646008,1.54797,0
279,2543,0,35084,20620,0.629829,1,0.067584,1,0.932416,0.126612,0.64599,1.548011,0
280,2543,0,35083,20621,0.629811,1,0.067586,1,0.932414,0.126615,0.645973,1.548052,0
281,2543,0,35082,20622,0.629793,1,0.067588,1,0.932412,0.126618,0.645956,1.548093,0
282,2543,0,35081,20623,0.629775,1,0.06759,1,0.93241,0.126621,0.645939,1.548134,0
283,2543,0,35080,20624,0.629757,1,0.067592,1,0.932408,0.126625,0.645922,1.548175,0
284,2543,0,35079,20625,0.629739,1,0.067593,1,0.932407,0.126628,0.645905,1.548216,0
285,2543,0,35078,20626,0.629721,1,0.067595,1,0.932405,0.126631,0.645887,1.548258,0
286,2543,0,35077,20627,0.629703,1,0.067597,1,0.932403,0.126634,0.64587,1.548299,0
287,2543,0,35076,20628,0.629685,1,0.067599,1,0.932401,0.126637,0.645853,1.54834,0
288,2543,0,35075,20629,0.629668,1,0.067601,1,0.932399,0.12664,0.645836,1.548381,0
289,2543,0,35074,20630,0.62965,1,0.067602,1,0.932398,0.126643,0.645819,1.548422,0
290,2543,0,35073,20631,0.629632,1,0.067604,1,0.932396,0.126647,0.645802,1.548463,0
291,2543,0,35072,20632,0.629614,1,0.067606,1,0.932394,0.12665,0.645784,1.548505,0
292,2543,0,35071,20633,0.629596,1,0.067608,1,0.932392,0.126653,0.645767,1.548546,0
293,2543,0,35070,20634,0.629578,1,0.06761,1,0.93239,0.126656,0.64575,1.548587,0
294,2543,0,35069,20635,0.62956,1,0.067611,1,0.932389,0.126659,0.645733,1.548628,0
295,2543,0,35068,20636,0.629542,1,0.067613,1,0.932387,0.126662,0.645716,1.548669,0
296,2543,0,35067,20637,0.629524,1,0.067615,1,0.932385,0.126666,0.645698,1.54871,0
297,2543,0,35066,20638,0.629506,1,0.067617,1,0.932383,0.126669,0.645681,1.548752,0
298,2543,0,35065,20639,0.629488,1,0.067619,1,0.932381,0.126672,0.645664,1.548793,0
299,2543,0,35064,20640,0.62947,1,0.06762,1,0.93238,0.126675,0.645647,1.548834,0
300,2543,0,35063,20641,0.629452,1,0.067622,1,0.932378,0.126678,0.64563,1.548875,0
301,2543,0,35062,20642,0.629434,1,0.067624,1,0.932376,0.126681,0.645613,1.548916,0
302,2543,0,35061,20643,0.629416,1,0.067626,1,0.932374,0.126684,0.645595,1.548958,0
303,2543,0,35060,20644,0.629398,1,0.067628,1,0.932372,0.126688,0.645578,1.548999,0
304,2543,0,35059,20645,0.62938,1,0.067629,1,0.932371,0.126691,0.645561,1.54904,0
305,2543,0,35058,20646,0.629362,1,0.067631,1,0.932369,0.126694,0.645544,1.549081,0
306,2543,0,35057,20647,0.629344,1,0.067633,1,0.932367,0.126697,0.645527,1.549122,0
307,2543,0,35056,20648,0.629326,1,0.067635,1,0.932365,0.1267,0.64551,1.549164,0
308,2543,0,35055,20649,0.629308,1,0.067637,1,0.932363,0.126703,0.645492,1.549205,0
309,2543,0,35054,20650,0.629291,1,0.067638,1,0.932362,0.126707,0.645475,1.549246,0
310,2543,0,35053,20651,0.629273,1,0.06764,1,0.93236,0.12671,0.645458,1.549287,0
311,2543,0,35052,20652,0.629255,1,0.067642,1,0.932358,0.126713,0.645441,1.549328,0
312,2543,0,35051,20653,0.629237,1,0.067644,1,0.932356,0.126716,0.645424,1.54937,0
313,2543,0,35050,20654,0.629219,1,0.067646,1,0.932354,0.126719,0.645407,1.549411,0
314,2543,0,35049,20655,0.629201,1,0.067647,1,0.932353,0.126722,0.645389,1.549452,0
315,2543,0,35048,20656,0.629183,1,0.067649,1,0.932351,0.126725,0.645372,1.549493,0
316,2543,0,35047,20657,0.629165,1,0.067651,1,0.932349,0.126729,0.645355,1.549534,0
317,2543,0,35046,20658,0.629147,1,0.067653,1,0.932347,0.126732,0.645338,1.549576,0
318,2543,0,35045,20659,0.629129,1,0.067655,1,0.932345,0.126735,0.645321,1.549617,0
319,2543,0,35044,20660,0.629111,1,0.067656,1,0.932344,0.126738,0.645304,1.549658,0
320,2543,0,35043,20661,0.629093,1,0.067658,1,0.932342,0.126741,0.645286,1.549699,0
321,2543,0,35042,20662,0.629075,1,0.06766,1,0.93234,0.126744,0.645269,1.549741,0
322,2543,0,35041,20663,0.629057,1,0.067662,1,0.932338,0.126748,0.645252,1.549782,0
323,2543,0,35040,20664,0.629039,1,0.067664,1,0.932336,0.126751,0.645235,1.549823,0
324,2543,0,35039,20665,0.629021,1,0.067665,1,0.932335,0.126754,0.645218,1.549864,0
325,2543,0,35038,20666,0.629003,1,0.067667,1,0.932333,0.126757,0.645201,1.549906,0
326,2543,0,35037,20667,0.628985,1,0.067669,1,0.932331,0.12676,0.645183,1.549947,0
327,2543,0,35036,20668,0.628967,1,0.067671,1,0.932329,0.126763,0.645166,1.549988,0
328,2543,0,35035,20669,0.628949,1,0.067673,1,0.932327,0.126767,0.645149,1.550029,0
329,2543,0,35034,20670,0.628931,1,0.067674,1,0.932326,0.12677,0.645132,1.550071,0
330,2543,0,35033,20671,0.628914,1,0.067676,1,0.932324,0.126773,0.645115,1.550112,0
331,2543,0,35032,20672,0.628896,1,0.067678,1,0.932322,0.126776,0.645098,1.550153,0
332,2543,0,35031,20673,0.628878,1,0.06768,1,0.93232,0.126779,0.64508,1.550194,0
333,2543,0,35030,20674,0.62886,1,0.067682,1,0.932318,0.126782,0.645063,1.550236,0
334,2543,0,35029,20675,0.628842,1,0.067683,1,0.932317,0.126785,0.645046,1.550277,0
335,2543,0,35028,20676,0.628824,1,0.067685,1,0.932315,0.126789,0.645029,1.550318,0
336,2543,0,35027,20677,0.628806,1,0.067687,1,0.932313,0.126792,0.645012,1.550359,0
337,2543,0,35026,20678,0.628788,1,0.067689,1,0.932311,0.126795,0.644995,1.550401,0
338,2543,0,35025,20679,0.62877,1,0.067691,1,0.932309,0.126798,0.644977,1.550442,0
339,2543,0,35024,20680,0.628752,1,0.067692,1,0.932308,0.126801,0.64496,1.550483,0
340,2543,0,35023,20681,0.628734,1,0.067694,1,0.932306,0.126804,0.644943,1.550524,0
341,2543,0,35022,20682,0.628716,1,0.067696,1,0.932304,0.126808,0.644926,1.550566,0
342,2543,0,35021,20683,0.628698,1,0.067698,1,0.932302,0.126811,0.644909,1.550607,0
343,2543,0,35020,20684,0.62868,1,0.0677,1,0.9323,0.126814,0.644892,1.550648,0
344,2543,0,35019,20685,0.628662,1,0.067701,1,0.932299,0.126817,0.644874,1.55069,0
345,2543,0,35018,20686,0.628644,1,0.067703,1,0.932297,0.12682,0.644857,1.550731,0
346,2543,0,35017,20687,0.628626,1,0.067705,1,0.932295,0.126823,0.64484,1.550772,0
347,2543,0,35016,20688,0.628608,1,0.067707,1,0.932293,0.126827,0.644823,1.550813,0
348,2543,0,35015,20689,0.62859,1,0.067709,1,0.932291,0.12683,0.644806,1.550855,0
349,2543,0,35014,20690,0.628572,1,0.06771,1,0.93229,0.126833,0.644789,1.550896,0
350,2543,0,35013,20691,0.628555,1,0.067712,1,0.932288,0.126836,0.644771,1.550937,0
351,2543,0,35012,20692,0.628537,1,0.067714,1,0.932286,0.126839,0.644754,1.550979,0
352,2543,0,35011,20693,0.628519,1,0.067716,1,0.932284,0.126842,0.644737,1.55102,0
353,2543,0,35010,20694,0.628501,1,0.067718,1,0.932282,0.126846,0.64472,1.551061,0
354,2543,0,35009,20695,0.628483,1,0.067719,1,0.932281,0.126849,0.644703,1.551102,0
355,2543,0,35008,20696,0.628465,1,0.067721,1,0.932279,0.126852,0.644686,1.551144,0
356,2543,0,35007,20697,0.628447,1,0.067723,1,0.932277,0.126855,0.644668,1.551185,0
357,2543,0,35006,20698,0.628429,1,0.067725,1,0.932275,0.126858,0.644651,1.551226,0
358,2543,0,35005,20699,0.628411,1,0.067727,1,0.932273,0.126861,0.644634,1.551268,0
359,2543,0,35004,20700,0.628393,1,0.067728,1,0.932272,0.126865,0.644617,1.551309,0
360,2543,0,35003,20701,0.628375,1,0.06773,1,0.93227,0.126868,0.6446,1.55135,0
361,2543,0,35002,20702,0.628357,1,0.067732,1,0.932268,0.126871,0.644583,1.551392,0
362,2543,0,35001,20703,0.628339,1,0.067734,1,0.932266,0.126874,0.644565,1.551433,0
363,2543,0,35000,20704,0.628321,1,0.067736,1,0.932264,0.126877,0.644548,1.551474,0
364,2543,0,34999,20705,0.628303,1,0.067737,1,0.932263,0.12688,0.644531,1.551516,0
365,2543,0,34998,20706,0.628285,1,0.067739,1,0.932261,0.126884,0.644514,1.551557,0
366,2543,0,34997,20707,0.628267,1,0.067741,1,0.932259,0.126887,0.644497,1.551598,0
367,2543,0,34996,20708,0.628249,1,0.067743,1,0.932257,0.12689,0.64448,1.55164,0
368,2543,0,34995,20709,0.628231,1,0.067745,1,0.932255,0.126893,0.644462,1.551681,0
369,2543,0,34994,20710,0.628213,1,0.067746,1,0.932254,0.126896,0.644445,1.551722,0
370,2543,0,34993,20711,0.628195,1,0.067748,1,0.932252,0.126899,0.644428,1.551764,0
371,2543,0,34992,20712,0.628178,1,0.06775,1,0.93225,0.126903,0.644411,1.551805,0
372,2543,0,34991,20713,0.62816,1,0.067752,1,0.932248,0.126906,0.644394,1.551846,0
373,2543,0,34990,20714,0.628142,1,0.067754,1,0.932246,0.126909,0.644377,1.551888,0
374,2543,0,34989,20715,0.628124,1,0.067756,1,0.932244,0.126912,0.644359,1.551929,0
375,2543,0,34988,20716,0.628106,1,0.067757,1,0.932243,0.126915,0.644342,1.55197,0
376,2543,0,34987,20717,0.628088,1,0.067759,1,0.932241,0.126918,0.644325,1.552012,0
377,2543,0,34986,20718,0.62807,1,0.067761,1,0.932239,0.126922,0.644308,1.552053,0
378,2543,0,34985,20719,0.628052,1,0.067763,1,0.932237,0.126925,0.644291,1.552094,0
379,2543,0,34984,20720,0.628034,1,0.067765,1,0.932235,0.126928,0.644274,1.552136,0
380,2543,0,34983,20721,0.628016,1,0.067766,1,0.932234,0.126931,0.644256,1.552177,0
381,2543,0,34982,20722,0.627998,1,0.067768,1,0.932232,0.126934,0.644239,1.552219,0
382,2543,0,34981,20723,0.62798,1,0.06777,1,0.93223,0.126937,0.644222,1.55226,0
383,2543,0,34980,20724,0.627962,1,0.067772,1,0.932228,0.126941,0.644205,1.552301,0
384,2543,0,34979,20725,0.627944,1,0.067774,1,0.932226,0.126944,0.644188,1.552343,0
385,2543,0,34978,20726,0.627926,1,0.067775,1,0.932225,0.126947,0.644171,1.552384,0
386,2543,0,34977,20727,0.627908,1,0.067777,1,0.932223,0.12695,0.644153,1.552425,0
387,2543,0,34976,20728,0.62789,1,0.067779,1,0.932221,0.126953,0.644136,1.552467,0
388,2543,0,34975,20729,0.627872,1,0.067781,1,0.932219,0.126956,0.644119,1.552508,0
389,2543,0,34974,20730,0.627854,1,0.067783,1,0.932217,0.12696,0.644102,1.55255,0
390,2543,0,34973,20731,0.627836,1,0.067784,1,0.932216,0.126963,0.644085,1.552591,0
391,2543,0,34972,20732,0.627818,1,0.067786,1,0.932214,0.126966,0.644068,1.552632,0
392,2543,0,34971,20733,0.627801,1,0.067788,1,0.932212,0.126969,0.64405,1.552674,0
393,2543,0,34970,20734,0.627783,1,0.06779,1,0.93221,0.126972,0.644033,1.552715,0
394,2543,0,34969,20735,0.627765,1,0.067792,1,0.932208,0.126975,0.644016,1.552756,0
395,2543,0,34968,20736,0.627747,1,0.067793,1,0.932207,0.126979,0.643999,1.552798,0
396,2543,0,34967,20737,0.627729,1,0.067795,1,0.932205,0.126982,0.643982,1.552839,0
397,2543,0,34966,20738,0.627711,1,0.067797,1,0.932203,0.126985,0.643964,1.552881,0
398,2543,0,34965,20739,0.627693,1,0.067799,1,0.932201,0.126988,0.643947,1.552922,0
399,2543,0,34964,20740,0.627675,1,0.067801,1,0.932199,0.126991,0.64393,1.552963,0
400,2543,0,34963,20741,0.627657,1,0.067802,1,0.932198,0.126994,0.643913,1.553005,0
401,2543,0,34962,20742,0.627639,1,0.067804,1,0.932196,0.126998,0.643896,1.553046,0
402,2543,0,34961,20743,0.627621,1,0.067806,1,0.932194,0.127001,0.643879,1.553088,0
403,2543,0,34960,20744,0.627603,1,0.067808,1,0.932192,0.127004,0.643861,1.553129,0
404,2543,0,34959,20745,0.627585,1,0.06781,1,0.93219,0.127007,0.643844,1.55317,0
405,2543,0,34958,20746,0.627567,1,0.067812,1,0.932188,0.12701,0.643827,1.553212,0
406,2543,0,34957,20747,0.627549,1,0.067813,1,0.932187,0.127013,0.64381,1.553253,0
407,2543,0,34956,20748,0.627531,1,0.067815,1,0.932185,0.127017,0.643793,1.553295,0
408,2543,0,34955,20749,0.627513,1,0.067817,1,0.932183,0.12702,0.643776,1.553336,0
409,2543,0,34954,20750,0.627495,1,0.067819,1,0.932181,0.127023,0.643758,1.553378,0
410,2543,0,34953,20751,0.627477,1,0.067821,1,0.932179,0.127026,0.643741,1.553419,0
411,2543,0,34952,20752,0.627459,1,0.067822,1,0.932178,0.127029,0.643724,1.55346,0
412,2543,0,34951,20753,0.627441,1,0.067824,1,0.932176,0.127032,0.643707,1.553502,0
413,2543,0,34950,20754,0.627424,1,0.067826,1,0.932174,0.127036,0.64369,1.553543,0
414,2543,0,34949,20755,0.627406,1,0.067828,1,0.932172,0.127039,0.643673,1.553585,0
415,2543,0,34948,20756,0.627388,1,0.06783,1,0.93217,0.127042,0.643655,1.553626,0
416,2543,0,34947,20757,0.62737,1,0.067831,1,0.932169,0.127045,0.643638,1.553668,0
417,2543,0,34946,20758,0.627352,1,0.067833,1,0.932167,0.127048,0.643621,1.553709,0
418,2543,0,34945,20759,0.627334,1,0.067835,1,0.932165,0.127052,0.643604,1.553751,0
419,2543,0,34944,20760,0.627316,1,0.067837,1,0.932163,0.127055,0.643587,1.553792,0
420,2543,0,34943,20761,0.627298,1,0.067839,1,0.932161,0.127058,0.64357,1.553833,0
421,2543,0,34942,20762,0.62728,1,0.06784,1,0.93216,0.127061,0.643552,1.553875,0
422,2543,0,34941,20763,0.627262,1,0.067842,1,0.932158,0.127064,0.643535,1.553916,0
423,2543,0,34940,20764,0.627244,1,0.067844,1,0.932156,0.127067,0.643518,1.553958,0
424,2543,0,34939,20765,0.627226,1,0.067846,1,0.932154,0.127071,0.643501,1.553999,0
425,2543,0,34938,20766,0.627208,1,0.067848,1,0.932152,0.127074,0.643484,1.554041,0
426,2543,0,34937,20767,0.62719,1,0.06785,1,0.93215,0.127077,0.643467,1.554082,0
427,2543,0,34936,20768,0.627172,1,0.067851,1,0.932149,0.12708,0.643449,1.554124,0
428,2543,0,34935,20769,0.627154,1,0.067853,1,0.932147,0.127083,0.643432,1.554165,0
429,2543,0,34934,20770,0.627136,1,0.067855,1,0.932145,0.127086,0.643415,1.554207,0
430,2543,0,34933,20771,0.627118,1,0.067857,1,0.932143,0.12709,0.643398,1.554248,0
431,2543,0,34932,20772,0.6271,1,0.067859,1,0.932141,0.127093,0.643381,1.55429,0
432,2543,0,34931,20773,0.627082,1,0.06786,1,0.93214,0.127096,0.643364,1.554331,0
433,2543,0,34930,20774,0.627064,1,0.067862,1,0.932138,0.127099,0.643346,1.554372,0
434,2543,0,34929,20775,0.627047,1,0.067864,1,0.932136,0.127102,0.643329,1.554414,0
435,2543,0,34928,20776,0.627029,1,0.067866,1,0.932134,0.127106,0.643312,1.554455,0
436,2543,0,34927,20777,0.627011,1,0.067868,1,0.932132,0.127109,0.643295,1.554497,0
437,2543,0,34926,20778,0.626993,1,0.067869,1,0.932131,0.127112,0.643278,1.554538,0
438,2543,0,34925,20779,0.626975,1,0.067871,1,0.932129,0.127115,0.643261,1.55458,0
439,2543,0,34924,20780,0.626957,1,0.067873,1,0.932127,0.127118,0.643243,1.554621,0
440,2543,0,34923,20781,0.626939,1,0.067875,1,0.932125,0.127121,0.643226,1.554663,0
441,2543,0,34922,20782,0.626921,1,0.067877,1,0.932123,0.127125,0.643209,1.554704,0
442,2543,0,34921,20783,0.626903,1,0.067878,1,0.932122,0.127128,0.643192,1.554746,0
443,2543,0,34920,20784,0.626885,1,0.06788,1,0.93212,0.127131,0.643175,1.554787,0
444,2543,0,34919,20785,0.626867,1,0.067882,1,0.932118,0.127134,0.643158,1.554829,0
445,2543,0,34918,20786,0.626849,1,0.067884,1,0.932116,0.127137,0.64314,1.55487,0
446,2543,0,34917,20787,0.626831,1,0.067886,1,0.932114,0.12714,0.643123,1.554912,0
447,2543,0,34916,20788,0.626813,1,0.067888,1,0.932112,0.127144,0.643106,1.554953,0
448,2543,0,34915,20789,0.626795,1,0.067889,1,0.932111,0.127147,0.643089,1.554995,0
449,2543,0,34914,20790,0.626777,1,0.067891,1,0.932109,0.12715,0.643072,1.555036,0
450,2543,0,34913,20791,0.626759,1,0.067893,1,0.932107,0.127153,0.643055,1.555078,0
451,2543,0,34912,20792,0.626741,1,0.067895,1,0.932105,0.127156,0.643037,1.555119,0
452,2543,0,34911,20793,0.626723,1,0.067897,1,0.932103,0.12716,0.64302,1.555161,0
453,2543,0,34910,20794,0.626705,1,0.067898,1,0.932102,0.127163,0.643003,1.555203,0
454,2543,0,34909,20795,0.626687,1,0.0679,1,0.9321,0.127166,0.642986,1.555244,0
455,2543,0,34908,20796,0.62667,1,0.067902,1,0.932098,0.127169,0.642969,1.555286,0
456,2543,0,34907,20797,0.626652,1,0.067904,1,0.932096,0.127172,0.642952,1.555327,0
457,2543,0,34906,20798,0.626634,1,0.067906,1,0.932094,0.127175,0.642934,1.555369,0
458,2543,0,34905,20799,0.626616,1,0.067907,1,0.932093,0.127179,0.642917,1.55541,0
459,2543,0,34904,20800,0.626598,1,0.067909,1,0.932091,0.127182,0.6429,1.555452,0
460,2543,0,34903,20801,0.62658,1,0.067911,1,0.932089,0.127185,0.642883,1.555493,0
461,2543,0,34902,20802,0.626562,1,0.067913,1,0.932087,0.127188,0.642866,1.555535,0
462,2543,0,34901,20803,0.626544,1,0.067915,1,0.932085,0.127191,0.642849,1.555576,0
463,2543,0,34900,20804,0.626526,1,0.067917,1,0.932083,0.127195,0.642831,1.555618,0
464,2543,0,34899,20805,0.626508,1,0.067918,1,0.932082,0.127198,0.642814,1.555659,0
465,2543,0,34898,20806,0.62649,1,0.06792,1,0.93208,0.127201,0.642797,1.555701,0
466,2543,0,34897,20807,0.626472,1,0.067922,1,0.932078,0.127204,0.64278,1.555743,0
467,2543,0,34896,20808,0.626454,1,0.067924,1,0.932076,0.127207,0.642763,1.555784,0
468,2543,0,34895,20809,0.626436,1,0.067926,1,0.932074,0.12721,0.642746,1.555826,0
469,2543,0,34894,20810,0.626418,1,0.067927,1,0.932073,0.127214,0.642728,1.555867,0
470,2543,0,34893,20811,0.6264,1,0.067929,1,0.932071,0.127217,0.642711,1.555909,0
471,2543,0,34892,20812,0.626382,1,0.067931,1,0.932069,0.12722,0.642694,1.55595,0
472,2543,0,34891,20813,0.626364,1,0.067933,1,0.932067,0.127223,0.642677,1.555992,0
473,2543,0,34890,20814,0.626346,1,0.067935,1,0.932065,0.127226,0.64266,1.556033,0
474,2543,0,34889,20815,0.626328,1,0.067937,1,0.932063,0.12723,0.642643,1.556075,0
475,2543,0,34888,20816,0.62631,1,0.067938,1,0.932062,0.127233,0.642625,1.556117,0
476,2543,0,34887,20817,0.626293,1,0.06794,1,0.93206,0.127236,0.642608,1.556158,0
477,2543,0,34886,20818,0.626275,1,0.067942,1,0.932058,0.127239,0.642591,1.5562,0
478,2543,0,34885,20819,0.626257,1,0.067944,1,0.932056,0.127242,0.642574,1.556241,0
479,2543,0,34884,20820,0.626239,1,0.067946,1,0.932054,0.127245,0.642557,1.556283,0
480,2543,0,34883,20821,0.626221,1,0.067947,1,0.932053,0.127249,0.64254,1.556324,0
481,2543,0,34882,20822,0.626203,1,0.067949,1,0.932051,0.127252,0.642522,1.556366,0
482,2543,0,34881,20823,0.626185,1,0.067951,1,0.932049,0.127255,0.642505,1.556408,0
483,2543,0,34880,20824,0.626167,1,0.067953,1,0.932047,0.127258,0.642488,1.556449,0
484,2543,0,34879,20825,0.626149,1,0.067955,1,0.932045,0.127261,0.642471,1.556491,0
485,2543,0,34878,20826,0.626131,1,0.067956,1,0.932044,0.127265,0.642454,1.556532,0
486,2543,0,34877,20827,0.626113,1,0.067958,1,0.932042,0.127268,0.642437,1.556574,0
487,2543,0,34876,20828,0.626095,1,0.06796,1,0.93204,0.127271,0.642419,1.556616,0
488,2543,0,34875,20829,0.626077,1,0.067962,1,0.932038,0.127274,0.642402,1.556657,0
489,2543,0,34874,20830,0.626059,1,0.067964,1,0.932036,0.127277,0.642385,1.556699,0
490,2543,0,34873,20831,0.626041,1,0.067966,1,0.932034,0.12728,0.642368,1.55674,0
491,2543,0,34872,20832,0.626023,1,0.067967,1,0.932033,0.127284,0.642351,1.556782,0
492,2543,0,34871,20833,0.626005,1,0.067969,1,0.932031,0.127287,0.642334,1.556824,0
493,2543,0,34870,20834,0.625987,1,0.067971,1,0.932029,0.12729,0.642316,1.556865,0
494,2543,0,34869,20835,0.625969,1,0.067973,1,0.932027,0.127293,0.642299,1.556907,0
495,2543,0,34868,20836,0.625951,1,0.067975,1,0.932025,0.127296,0.642282,1.556948,0
496,2543,0,34867,20837,0.625934,1,0.067976,1,0.932024,0.1273,0.642265,1.55699,0
497,2543,0,34866,20838,0.625916,1,0.067978,1,0.932022,0.127303,0.642248,1.557032,0
498,2543,0,34865,20839,0.625898,1,0.06798,1,0.93202,0.127306,0.642231,1.557073,0
499,2543,0,34864,20840,0.62588,1,0.067982,1,0.932018,0.127309,0.642213,1.557115,0
500,2543,0,34863,20841,0.625862,1,0.067984,1,0.932016,0.127312,0.642196,1.557157,0
501,2543,0,34862,20842,0.625844,1,0.067986,1,0.932014,0.127316,0.642179,1.557198,0
502,2543,0,34861,20843,0.625826,1,0.067987,1,0.932013,0.127319,0.642162,1.55724,0
503,2543,0,34860,20844,0.625808,1,0.067989,1,0.932011,0.127322,0.642145,1.557282,0
504,2543,0,34859,20845,0.62579,1,0.067991,1,0.932009,0.127325,0.642127,1.557323,0
505,2543,0,34858,20846,0.625772,1,0.067993,1,0.932007,0.127328,0.64211,1.557365,0
506,2543,0,34857,20847,0.625754,1,0.067995,1,0.932005,0.127331,0.642093,1.557406,0
507,2543,0,34856,20848,0.625736,1,0.067996,1,0.932004,0.127335,0.642076,1.557448,0
508,2543,0,34855,20849,0.625718,1,0.067998,1,0.932002,0.127338,0.642059,1.55749,0
509,2543,0,34854,20850,0.6257,1,0.068,1,0.932,0.127341,0.642042,1.557531,0
510,2543,0,34853,20851,0.625682,1,0.068002,1,0.931998,0.127344,0.642024,1.557573,0
511,2543,0,34852,20852,0.625664,1,0.068004,1,0.931996,0.127347,0.642007,1.557615,0
512,2543,0,34851,20853,0.625646,1,0.068006,1,0.931994,0.127351,0.64199,1.557656,0
513,2543,0,34850,20854,0.625628,1,0.068007,1,0.931993,0.127354,0.641973,1.557698,0
514,2543,0,34849,20855,0.62561,1,0.068009,1,0.931991,0.127357,0.641956,1.55774,0
515,2543,0,34848,20856,0.625592,1,0.068011,1,0.931989,0.12736,0.641939,1.557781,0
516,2543,0,34847,20857,0.625574,1,0.068013,1,0.931987,0.127363,0.641921,1.557823,0
517,2543,0,34846,20858,0.625557,1,0.068015,1,0.931985,0.127367,0.641904,1.557865,0
518,2543,0,34845,20859,0.625539,1,0.068016,1,0.931984,0.12737,0.641887,1.557906,0
519,2543,0,34844,20860,0.625521,1,0.068018,1,0.931982,0.127373,0.64187,1.557948,0
520,2543,0,34843,20861,0.625503,1,0.06802,1,0.93198,0.127376,0.641853,1.55799,0
521,2543,0,34842,20862,0.625485,1,0.068022,1,0.931978,0.127379,0.641836,1.558031,0
522,2543,0,34841,20863,0.625467,1,0.068024,1,0.931976,0.127382,0.641818,1.558073,0
523,2543,0,34840,20864,0.625449,1,0.068026,1,0.931974,0.127386,0.641801,1.558115,0
524,2543,0,34839,20865,0.625431,1,0.068027,1,0.931973,0.127389,0.641784,1.558156,0
525,2543,0,34838,20866,0.625413,1,0.068029,1,0.931971,0.127392,0.641767,1.558198,0
526,2543,0,34837,20867,0.625395,1,0.068031,1,0.931969,0.127395,0.64175,1.55824,0
527,2543,0,34836,20868,0.625377,1,0.068033,1,0.931967,0.127398,0.641733,1.558281,0
528,2543,0,34835,20869,0.625359,1,0.068035,1,0.931965,0.127402,0.641715,1.558323,0
529,2543,0,34834,20870,0.625341,1,0.068036,1,0.931964,0.127405,0.641698,1.558365,0
530,2543,0,34833,20871,0.625323,1,0.068038,1,0.931962,0.127408,0.641681,1.558406,0
531,2543,0,34832,20872,0.625305,1,0.06804,1,0.93196,0.127411,0.641664,1.558448,0
532,2543,0,34831,20873,0.625287,1,0.068042,1,0.931958,0.127414,0.641647,1.55849,0
533,2543,0,34830,20874,0.625269,1,0.068044,1,0.931956,0.127418,0.64163,1.558532,0
534,2543,0,34829,20875,0.625251,1,0.068046,1,0.931954,0.127421,0.641612,1.558573,0
535,2543,0,34828,20876,0.625233,1,0.068047,1,0.931953,0.127424,0.641595,1.558615,0
536,2543,0,34827,20877,0.625215,1,0.068049,1,0.931951,0.127427,0.641578,1.558657,0
537,2543,0,34826,20878,0.625197,1,0.068051,1,0.931949,0.12743,0.641561,1.558698,0
538,2543,0,34825,20879,0.62518,1,0.068053,1,0.931947,0.127434,0.641544,1.55874,0
539,2543,0,34824,20880,0.625162,1,0.068055,1,0.931945,0.127437,0.641527,1.558782,0
540,2543,0,34823,20881,0.625144,1,0.068057,1,0.931943,0.12744,0.641509,1.558824,0
541,2543,0,34822,20882,0.625126,1,0.068058,1,0.931942,0.127443,0.641492,1.558865,0
542,2543,0,34821,20883,0.625108,1,0.06806,1,0.93194,0.127446,0.641475,1.558907,0
543,2543,0,34820,20884,0.62509,1,0.068062,1,0.931938,0.12745,0.641458,1.558949,0
544,2543,0,34819,20885,0.625072,1,0.068064,1,0.931936,0.127453,0.641441,1.55899,0
545,2543,0,34818,20886,0.625054,1,0.068066,1,0.931934,0.127456,0.641424,1.559032,0
546,2543,0,34817,20887,0.625036,1,0.068067,1,0.931933,0.127459,0.641406,1.559074,0
547,2543,0,34816,20888,0.625018,1,0.068069,1,0.931931,0.127462,0.641389,1.559116,0
548,2543,0,34815,20889,0.625,1,0.068071,1,0.931929,0.127465,0.641372,1.559157,0
